Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,248481,-,-,-,40.41,-3.7,1,680,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Solar Zenith Angle,Surface Albedo,Precipitable Water,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Relative Humidity,Pressure,DHI,DNI,Fill Flag,GHI,Temperature,Wind Direction,Wind Speed
2019,1,1,14,45,66.51,0.16,0.6000000000000001,57,901,416,0,0.2,40.75,944,57,901,0,416,13.3,335,0.5
2019,1,1,15,0,67.64,0.16,0.6000000000000001,56,889,394,0,0.2,40.75,944,56,889,0,394,13.3,330,0.5
2019,1,1,15,15,68.94,0.16,0.6000000000000001,55,874,369,0,0.2,41.28,944,55,874,0,369,13.100000000000001,317,0.4
2019,1,1,15,30,70.38,0.16,0.6000000000000001,53,856,340,0,0.2,41.83,944,53,856,0,340,12.9,303,0.4
2019,1,1,15,45,71.96000000000001,0.16,0.6000000000000001,52,830,309,0,2.8000000000000003,51.31,944,52,830,0,309,12.600000000000001,290,0.30000000000000004
2019,1,1,16,0,73.66,0.16,0.6000000000000001,49,803,275,0,2.8000000000000003,51.980000000000004,944,49,803,0,275,12.4,276,0.30000000000000004
2019,1,1,16,15,75.49,0.16,0.6000000000000001,47,770,240,0,2.8000000000000003,54.07,944,47,770,0,240,11.8,273,0.30000000000000004
2019,1,1,16,30,77.43,0.16,0.6000000000000001,43,730,202,0,2.8000000000000003,56.63,944,43,730,0,202,11.100000000000001,270,0.4
2019,1,1,16,45,79.46000000000001,0.16,0.6000000000000001,39,678,163,0,0.6000000000000001,50.31,944,39,678,0,163,10.5,267,0.4
2019,1,1,17,0,81.58,0.16,0.6000000000000001,35,614,125,0,0.6000000000000001,52.72,944,35,614,0,125,9.8,264,0.5
2019,1,1,17,15,83.78,0.16,0.6000000000000001,29,531,86,0,0.6000000000000001,54.51,944,29,531,0,86,9.3,269,0.5
2019,1,1,17,30,86.03,0.16,0.6000000000000001,22,420,51,0,0.6000000000000001,56.38,944,22,420,0,51,8.8,275,0.6000000000000001
2019,1,1,17,45,88.29,0.16,0.6000000000000001,13,271,21,0,-0.6000000000000001,53.35,944,13,271,0,21,8.3,280,0.7000000000000001
2019,1,1,18,0,91.04,0.16,0.6000000000000001,0,0,0,0,-0.6000000000000001,55.19,944,0,0,0,0,7.800000000000001,285,0.7000000000000001
2019,1,1,18,15,93.55,0.16,0.6000000000000001,0,0,0,0,-0.6000000000000001,56.33,944,0,0,0,0,7.5,291,0.8
2019,1,1,18,30,96.10000000000001,0.16,0.6000000000000001,0,0,0,0,-0.6000000000000001,57.5,944,0,0,0,0,7.2,298,0.8
2019,1,1,18,45,98.71000000000001,0.16,0.6000000000000001,0,0,0,0,-0.8,57.84,944,0,0,1,0,6.9,304,0.9
2019,1,1,19,0,101.36,0.16,0.6000000000000001,0,0,0,0,-0.8,59.45,944,0,0,0,0,6.5,310,0.9
2019,1,1,19,15,104.05,0.16,0.5,0,0,0,0,-0.8,60.69,944,0,0,0,0,6.2,315,1
2019,1,1,19,30,106.78,0.16,0.5,0,0,0,0,-0.8,62.03,945,0,0,0,0,5.9,320,1
2019,1,1,19,45,109.53,0.16,0.5,0,0,0,0,-1.1,62.11,945,0,0,0,0,5.6000000000000005,325,1.1
2019,1,1,20,0,112.31,0.16,0.5,0,0,0,0,-1.1,63.410000000000004,945,0,0,0,0,5.300000000000001,330,1.1
2019,1,1,20,15,115.12,0.16,0.5,0,0,0,0,-1.1,64.3,945,0,0,0,0,5.1000000000000005,334,1.2000000000000002
2019,1,1,20,30,117.94,0.16,0.5,0,0,0,0,-1.1,65.65,945,0,0,0,0,4.800000000000001,338,1.2000000000000002
2019,1,1,20,45,120.78,0.16,0.5,0,0,0,0,-1.4000000000000001,65.12,945,0,0,0,0,4.6000000000000005,341,1.3
2019,1,1,21,0,123.62,0.16,0.5,0,0,0,1,-1.4000000000000001,66.5,945,0,0,0,0,4.3,345,1.4000000000000001
2019,1,1,21,15,126.48,0.16,0.5,0,0,0,0,-1.4000000000000001,67.91,945,0,0,0,0,4,348,1.4000000000000001
2019,1,1,21,30,129.33,0.16,0.5,0,0,0,1,-1.4000000000000001,69.36,945,0,0,0,0,3.7,351,1.4000000000000001
2019,1,1,21,45,132.18,0.16,0.5,0,0,0,1,-1.6,70.05,945,0,0,0,0,3.3000000000000003,355,1.5
2019,1,1,22,0,135.02,0.16,0.5,0,0,0,1,-1.6,71.55,945,0,0,0,0,3,358,1.5
2019,1,1,22,15,137.84,0.16,0.5,0,0,0,1,-1.6,73.08,945,0,0,0,0,2.7,269,1.5
2019,1,1,22,30,140.63,0.16,0.5,0,0,0,1,-1.6,74.65,945,0,0,0,0,2.4000000000000004,181,1.5
2019,1,1,22,45,143.39000000000001,0.16,0.5,0,0,0,1,-1.9000000000000001,74.34,944,0,0,0,0,2.2,93,1.5
2019,1,1,23,0,146.09,0.16,0.5,0,0,0,0,-1.9000000000000001,75.94,944,0,0,0,0,1.9000000000000001,5,1.5
2019,1,1,23,15,148.73,0.16,0.5,0,0,0,0,-1.9000000000000001,77.04,944,0,0,0,0,1.7000000000000002,5,1.6
2019,1,1,23,30,151.28,0.16,0.5,0,0,0,0,-1.9000000000000001,78.15,944,0,0,0,0,1.5,6,1.6
2019,1,1,23,45,153.70000000000002,0.16,0.5,0,0,0,1,-2.2,77.75,944,0,0,0,0,1.3,6,1.6
2019,1,2,0,0,155.97,0.16,0.5,0,0,0,0,-2.2,78.87,944,0,0,0,0,1.1,6,1.6
2019,1,2,0,15,158.01,0.16,0.5,0,0,0,1,-2.2,80.01,944,0,0,0,0,0.9,6,1.6
2019,1,2,0,30,159.78,0.16,0.5,0,0,0,0,-2.2,81.17,944,0,0,0,0,0.7000000000000001,6,1.6
2019,1,2,0,45,161.17000000000002,0.16,0.5,0,0,0,0,-2.5,79.73,944,0,0,0,0,0.6000000000000001,6,1.6
2019,1,2,1,0,162.12,0.16,0.4,0,0,0,0,-2.5,80.89,944,0,0,0,0,0.4,5,1.7000000000000002
2019,1,2,1,15,162.53,0.16,0.4,0,0,0,1,-2.5,81.48,944,0,0,0,0,0.30000000000000004,6,1.7000000000000002
2019,1,2,1,30,162.38,0.16,0.4,0,0,0,0,-2.5,82.07000000000001,944,0,0,0,0,0.2,6,1.7000000000000002
2019,1,2,1,45,161.67000000000002,0.16,0.4,0,0,0,0,-2.8000000000000003,81.31,944,0,0,0,0,0,6,1.7000000000000002
2019,1,2,2,0,160.47,0.16,0.4,0,0,0,0,-2.8000000000000003,81.9,944,0,0,0,0,-0.1,6,1.8
2019,1,2,2,15,158.87,0.16,0.4,0,0,0,0,-2.8000000000000003,82.49,944,0,0,0,0,-0.2,7,1.8
2019,1,2,2,30,156.94,0.16,0.4,0,0,0,0,-2.8000000000000003,83.10000000000001,944,0,0,0,0,-0.30000000000000004,7,1.8
2019,1,2,2,45,154.77,0.16,0.4,0,0,0,1,-3.1,82.2,944,0,0,0,0,-0.4,8,1.9000000000000001
2019,1,2,3,0,152.41,0.16,0.4,0,0,0,0,-3.1,82.8,944,0,0,0,0,-0.5,8,1.9000000000000001
2019,1,2,3,15,149.92000000000002,0.16,0.4,0,0,0,0,-3.1,82.8,944,0,0,0,0,-0.5,9,2
2019,1,2,3,30,147.32,0.16,0.4,0,0,0,1,-3.1,83.41,944,0,0,0,0,-0.6000000000000001,9,2
2019,1,2,3,45,144.64000000000001,0.16,0.4,0,0,0,0,-3.2,82.94,944,0,0,0,0,-0.7000000000000001,9,2
2019,1,2,4,0,141.9,0.16,0.4,0,0,0,0,-3.2,83.54,944,0,0,0,0,-0.8,9,2.1
2019,1,2,4,15,139.12,0.16,0.4,0,0,0,0,-3.3000000000000003,83.46000000000001,943,0,0,0,0,-0.8,9,2.1
2019,1,2,4,30,136.31,0.16,0.4,0,0,0,0,-3.3000000000000003,84.07000000000001,943,0,0,0,0,-0.9,9,2.1
2019,1,2,4,45,133.48,0.16,0.4,0,0,0,0,-3.4000000000000004,83.91,943,0,0,0,0,-1,8,2.2
2019,1,2,5,0,130.64000000000001,0.16,0.4,0,0,0,0,-3.4000000000000004,84.53,943,0,0,0,0,-1.1,8,2.2
2019,1,2,5,15,127.78,0.16,0.30000000000000004,0,0,0,0,-3.4000000000000004,84.53,943,0,0,0,0,-1.1,8,2.2
2019,1,2,5,30,124.93,0.16,0.30000000000000004,0,0,0,0,-3.4000000000000004,85.15,943,0,0,1,0,-1.2000000000000002,7,2.3000000000000003
2019,1,2,5,45,122.08,0.16,0.30000000000000004,0,0,0,0,-3.5,85.13,943,0,0,0,0,-1.3,7,2.3000000000000003
2019,1,2,6,0,119.24000000000001,0.16,0.30000000000000004,0,0,0,0,-3.5,85.76,943,0,0,0,0,-1.4000000000000001,7,2.3000000000000003
2019,1,2,6,15,116.4,0.16,0.30000000000000004,0,0,0,0,-3.5,86.39,943,0,0,0,0,-1.5,7,2.3000000000000003
2019,1,2,6,30,113.59,0.16,0.30000000000000004,0,0,0,0,-3.5,86.39,943,0,0,0,0,-1.5,7,2.3000000000000003
2019,1,2,6,45,110.8,0.16,0.30000000000000004,0,0,0,0,-3.5,86.66,943,0,0,0,0,-1.6,7,2.3000000000000003
2019,1,2,7,0,108.03,0.16,0.30000000000000004,0,0,0,0,-3.5,87.3,943,0,0,0,0,-1.7000000000000002,7,2.4000000000000004
2019,1,2,7,15,105.29,0.16,0.30000000000000004,0,0,0,0,-3.5,87.94,943,0,0,0,0,-1.8,7,2.4000000000000004
2019,1,2,7,30,102.58,0.16,0.30000000000000004,0,0,0,0,-3.5,88.59,943,0,0,0,0,-1.9000000000000001,7,2.5
2019,1,2,7,45,99.91,0.16,0.30000000000000004,0,0,0,0,-3.7,87.57000000000001,943,0,0,0,0,-1.9000000000000001,8,2.5
2019,1,2,8,0,97.28,0.16,0.30000000000000004,0,0,0,1,-3.7,88.22,943,0,0,0,0,-2,8,2.5
2019,1,2,8,15,94.69,0.16,0.30000000000000004,0,0,0,1,-3.7,85.03,943,0,0,0,0,-1.5,9,2.8000000000000003
2019,1,2,8,30,92.16,0.16,0.30000000000000004,0,0,0,0,-3.7,81.97,943,0,0,0,0,-1,9,3.1
2019,1,2,8,45,89.26,0.16,0.30000000000000004,0,0,0,0,-3.7,79.69,943,0,0,0,0,-0.6000000000000001,10,3.4000000000000004
2019,1,2,9,0,87.04,0.16,0.30000000000000004,18,431,40,0,-3.7,76.85000000000001,943,18,431,0,40,-0.1,10,3.7
2019,1,2,9,15,84.77,0.16,0.30000000000000004,25,555,75,4,-3.7,73.58,943,45,3,7,45,0.5,10,3.7
2019,1,2,9,30,82.55,0.16,0.30000000000000004,30,645,114,3,-3.7,70.47,943,25,0,7,25,1.1,10,3.7
2019,1,2,9,45,80.39,0.16,0.30000000000000004,35,714,154,3,-3.6,68,943,12,0,0,12,1.7000000000000002,10,3.6
2019,1,2,10,0,78.31,0.16,0.30000000000000004,39,767,194,3,-3.6,65.15,943,43,0,0,43,2.3000000000000003,9,3.6
2019,1,2,10,15,76.32000000000001,0.16,0.30000000000000004,42,809,233,3,-3.6,61.13,943,96,2,0,97,3.2,11,3.6
2019,1,2,10,30,74.44,0.16,0.30000000000000004,44,843,270,3,-3.6,57.79,943,133,7,0,135,4,13,3.5
2019,1,2,10,45,72.67,0.16,0.30000000000000004,46,871,306,0,-3.3000000000000003,55.69,943,46,871,0,306,4.800000000000001,14,3.4000000000000004
2019,1,2,11,0,71.03,0.16,0.4,48,881,335,0,-3.3000000000000003,52.68,943,48,881,0,335,5.6000000000000005,16,3.4000000000000004
2019,1,2,11,15,69.52,0.16,0.4,50,900,365,0,-3.3000000000000003,49.86,943,50,900,0,365,6.4,17,3.4000000000000004
2019,1,2,11,30,68.16,0.16,0.4,51,915,392,0,-3.3000000000000003,47.52,943,51,915,0,392,7.1000000000000005,19,3.4000000000000004
2019,1,2,11,45,66.94,0.16,0.4,52,928,416,0,-3.1,45.58,943,52,928,0,416,7.9,20,3.4000000000000004
2019,1,2,12,0,65.89,0.16,0.4,53,938,437,0,-3.1,43.47,943,53,938,0,437,8.6,21,3.4000000000000004
2019,1,2,12,15,65.01,0.16,0.4,54,946,454,0,-3.1,41.75,943,54,946,0,454,9.200000000000001,21,3.4000000000000004
2019,1,2,12,30,64.3,0.16,0.4,55,953,468,0,-3.2,40.33,942,55,953,0,468,9.700000000000001,21,3.3000000000000003
2019,1,2,12,45,63.78,0.16,0.4,57,954,478,0,-2.8000000000000003,39.88,942,57,954,0,478,10.3,21,3.3000000000000003
2019,1,2,13,0,63.440000000000005,0.16,0.4,57,957,485,0,-2.8000000000000003,38.58,942,57,957,1,485,10.8,21,3.3000000000000003
2019,1,2,13,15,63.300000000000004,0.16,0.4,57,958,488,0,-2.8000000000000003,37.82,942,57,958,0,488,11.100000000000001,20,3.3000000000000003
2019,1,2,13,30,63.35,0.16,0.5,57,948,482,0,-2.8000000000000003,36.79,941,57,948,0,482,11.5,20,3.3000000000000003
2019,1,2,13,45,63.59,0.16,0.5,57,945,478,0,-2.3000000000000003,37.44,941,57,945,0,478,11.8,20,3.3000000000000003
2019,1,2,14,0,64.01,0.16,0.5,57,941,469,0,-2.3000000000000003,36.71,941,57,941,0,469,12.100000000000001,20,3.3000000000000003
2019,1,2,14,15,64.63,0.16,0.5,56,936,457,0,-2.3000000000000003,36.47,941,56,936,0,457,12.200000000000001,20,3.3000000000000003
2019,1,2,14,30,65.42,0.16,0.5,56,928,442,0,-2.3000000000000003,36.230000000000004,941,56,928,0,442,12.3,20,3.2
2019,1,2,14,45,66.39,0.16,0.5,55,919,423,0,-1.4000000000000001,38.46,941,55,919,0,423,12.4,20,3.2
2019,1,2,15,0,67.52,0.16,0.5,54,907,401,0,-1.4000000000000001,38.21,941,54,907,0,401,12.5,20,3.1
2019,1,2,15,15,68.81,0.16,0.5,52,893,375,0,-1.4000000000000001,39.22,941,52,893,0,375,12.100000000000001,20,2.8000000000000003
2019,1,2,15,30,70.25,0.16,0.5,51,876,347,0,-1.4000000000000001,40.27,941,51,876,0,347,11.700000000000001,19,2.5
2019,1,2,15,45,71.83,0.16,0.5,49,855,315,0,2,52.660000000000004,941,49,855,0,315,11.3,18,2.1
2019,1,2,16,0,73.53,0.16,0.5,47,829,282,0,2,54.07,941,47,829,0,282,10.9,18,1.8
2019,1,2,16,15,75.36,0.16,0.5,44,798,246,0,2,58.18,941,44,798,0,246,9.8,17,1.7000000000000002
2019,1,2,16,30,77.29,0.16,0.5,41,759,208,0,2,62.22,941,41,759,0,208,8.8,16,1.7000000000000002
2019,1,2,16,45,79.33,0.16,0.5,38,709,169,0,1.1,63.1,941,38,709,0,169,7.7,15,1.6
2019,1,2,17,0,81.45,0.16,0.6000000000000001,33,639,128,0,1.1,68.02,941,33,639,0,128,6.6000000000000005,14,1.6
2019,1,2,17,15,83.65,0.16,0.6000000000000001,28,559,90,0,1.1,70.89,941,28,559,0,90,6,16,1.6
2019,1,2,17,30,85.9,0.16,0.6000000000000001,21,454,54,0,1.1,73.89,941,21,454,0,54,5.4,17,1.7000000000000002
2019,1,2,17,45,88.16,0.16,0.6000000000000001,13,308,23,0,-0.4,68.54,941,13,308,0,23,4.9,18,1.8
2019,1,2,18,0,90.9,0.16,0.6000000000000001,0,0,0,0,-0.4,71.47,941,0,0,0,0,4.3,19,1.8
2019,1,2,18,15,93.41,0.16,0.5,0,0,0,0,-0.4,72.48,941,0,0,0,0,4.1000000000000005,21,1.9000000000000001
2019,1,2,18,30,95.97,0.16,0.5,0,0,0,0,-0.4,73.5,941,0,0,0,0,3.9000000000000004,23,1.9000000000000001
2019,1,2,18,45,98.57000000000001,0.16,0.5,0,0,0,0,-1,71.54,941,0,0,0,0,3.7,25,2
2019,1,2,19,0,101.22,0.16,0.5,0,0,0,0,-1,72.55,941,0,0,0,0,3.5,27,2
2019,1,2,19,15,103.91,0.16,0.5,0,0,0,0,-1,74.10000000000001,941,0,0,0,0,3.2,28,2
2019,1,2,19,30,106.64,0.16,0.5,0,0,0,0,-1,75.24,942,0,0,0,0,3,28,2.1
2019,1,2,19,45,109.39,0.16,0.5,0,0,0,0,-1.5,73.63,942,0,0,0,0,2.7,29,2.1
2019,1,2,20,0,112.18,0.16,0.5,0,0,0,0,-1.5,74.68,942,0,0,0,0,2.5,30,2.1
2019,1,2,20,15,114.98,0.16,0.5,0,0,0,0,-1.5,75.75,942,0,0,0,0,2.3000000000000003,30,2.1
2019,1,2,20,30,117.8,0.16,0.5,0,0,0,0,-1.5,77.39,942,0,0,0,0,2,30,2.1
2019,1,2,20,45,120.64,0.16,0.5,0,0,0,0,-2,75.81,942,0,0,0,0,1.8,30,2.2
2019,1,2,21,0,123.48,0.16,0.5,0,0,0,0,-2,77.46000000000001,942,0,0,0,0,1.5,30,2.2
