Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,248481,-,-,-,40.41,-3.7,1,680,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Solar Zenith Angle,Surface Albedo,Precipitable Water,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Relative Humidity,Pressure,DHI,DNI,Fill Flag,GHI,Temperature,Wind Direction,Wind Speed
2019,3,3,15,0,51.84,0.16,0.8,83,947,668,2,1.8,30.84,936,372,185,0,486,19.5,226,4.800000000000001
2019,3,3,15,15,53.35,0.16,0.8,82,939,642,2,1.8,31.38,935,334,283,0,503,19.200000000000003,226,4.800000000000001
2019,3,3,15,30,55.04,0.16,0.8,80,929,613,7,1.8,31.970000000000002,935,244,383,0,464,18.900000000000002,225,4.7
2019,3,3,15,45,56.88,0.16,0.8,80,912,579,7,2.1,32.93,935,186,581,1,503,18.7,225,4.6000000000000005
2019,3,3,16,0,58.86,0.16,0.8,78,898,543,8,2.1,33.55,935,167,683,7,520,18.400000000000002,224,4.5
2019,3,3,16,15,60.97,0.16,0.8,76,881,504,7,2.1,34.19,935,243,203,0,341,18.1,225,4.4
2019,3,3,16,30,63.190000000000005,0.16,0.8,73,862,462,8,2.1,35.050000000000004,935,229,188,0,314,17.7,226,4.2
2019,3,3,16,45,65.51,0.16,0.8,69,841,418,8,3.1,38.43,934,213,144,0,272,17.400000000000002,228,4.1000000000000005
2019,3,3,17,0,67.92,0.16,0.8,66,814,372,8,3.1,39.17,934,194,121,0,239,17.1,229,3.9000000000000004
2019,3,3,17,15,70.4,0.16,0.8,63,781,325,8,3.1,41.46,934,167,62,0,188,16.2,231,3.6
2019,3,3,17,30,72.95,0.16,0.8,58,741,276,7,3.1,43.63,934,150,77,0,173,15.4,233,3.3000000000000003
2019,3,3,17,45,75.55,0.16,0.8,54,691,226,7,4.2,50.1,935,88,9,0,90,14.5,236,3
2019,3,3,18,0,78.2,0.16,0.8,48,630,177,8,4.2,53.1,935,104,185,7,142,13.600000000000001,238,2.7
2019,3,3,18,15,80.89,0.16,0.8,41,552,128,8,4.2,55.57,935,81,134,7,102,12.9,239,2.6
2019,3,3,18,30,83.61,0.16,0.8,33,450,83,3,4.2,58.18,935,58,14,7,60,12.200000000000001,240,2.5
2019,3,3,18,45,86.32000000000001,0.16,0.8,23,311,42,7,4.5,62.33,935,32,7,7,32,11.5,242,2.4000000000000004
2019,3,3,19,0,88.95,0.16,0.8,11,133,13,7,4.5,65.28,935,6,0,7,6,10.8,243,2.3000000000000003
2019,3,3,19,15,92.14,0.16,0.8,0,0,0,7,4.5,66.6,935,0,0,0,0,10.5,243,2.3000000000000003
2019,3,3,19,30,94.98,0.16,0.8,0,0,0,5,4.5,67.49,935,0,0,0,0,10.3,243,2.2
2019,3,3,19,45,97.82000000000001,0.16,0.8,0,0,0,7,5,70.96000000000001,935,0,0,0,0,10,244,2.1
2019,3,3,20,0,100.68,0.16,0.8,0,0,0,7,5,72.4,935,0,0,0,0,9.700000000000001,244,2.1
2019,3,3,20,15,103.53,0.16,0.8,0,0,0,7,5,73.87,935,0,0,0,0,9.4,244,2
2019,3,3,20,30,106.37,0.16,0.8,0,0,0,7,5,75.37,935,0,0,0,0,9.1,244,1.9000000000000001
2019,3,3,20,45,109.21000000000001,0.16,0.8,0,0,0,8,5.300000000000001,78.76,935,0,0,0,0,8.8,245,1.9000000000000001
2019,3,3,21,0,112.03,0.16,0.8,0,0,0,8,5.300000000000001,80.37,935,0,0,0,0,8.5,245,1.8
2019,3,3,21,15,114.82000000000001,0.16,0.8,0,0,0,7,5.300000000000001,82.02,935,0,0,0,0,8.200000000000001,245,1.8
2019,3,3,21,30,117.58,0.16,0.8,0,0,0,7,5.300000000000001,83.14,935,0,0,0,0,8,246,1.7000000000000002
2019,3,3,21,45,120.31,0.16,0.8,0,0,0,7,5.5,85.98,935,0,0,0,0,7.7,247,1.7000000000000002
2019,3,3,22,0,122.99000000000001,0.16,0.8,0,0,0,7,5.5,87.16,935,0,0,0,0,7.5,247,1.7000000000000002
2019,3,3,22,15,125.60000000000001,0.16,0.8,0,0,0,7,5.5,88.35000000000001,935,0,0,0,0,7.300000000000001,247,1.7000000000000002
2019,3,3,22,30,128.15,0.16,0.8,0,0,0,7,5.5,89.57000000000001,935,0,0,0,0,7.1000000000000005,247,1.7000000000000002
2019,3,3,22,45,130.62,0.16,0.8,0,0,0,1,5.5,90.87,935,0,0,0,0,6.9,246,1.7000000000000002
2019,3,3,23,0,132.99,0.16,0.8,0,0,0,0,5.5,92.12,935,0,0,0,0,6.7,246,1.7000000000000002
2019,3,3,23,15,135.24,0.16,0.8,0,0,0,0,5.5,93.39,935,0,0,0,0,6.5,245,1.7000000000000002
2019,3,3,23,30,137.35,0.16,0.8,0,0,0,7,5.5,94.69,935,0,0,0,0,6.300000000000001,244,1.7000000000000002
2019,3,3,23,45,139.31,0.16,0.8,0,0,0,7,5.4,95.38,935,0,0,0,0,6.1000000000000005,243,1.7000000000000002
2019,3,4,0,0,141.07,0.16,0.7000000000000001,0,0,0,0,5.4,96.71000000000001,935,0,0,0,0,5.9,242,1.7000000000000002
2019,3,4,0,15,142.62,0.16,0.7000000000000001,0,0,0,0,5.4,97.27,934,0,0,0,0,5.800000000000001,241,1.7000000000000002
2019,3,4,0,30,143.93,0.16,0.7000000000000001,0,0,0,0,5.4,97.95,934,0,0,0,0,5.7,240,1.7000000000000002
2019,3,4,0,45,144.96,0.16,0.7000000000000001,0,0,0,0,5.4,99.09,934,0,0,0,0,5.5,240,1.8
2019,3,4,1,0,145.70000000000002,0.16,0.7000000000000001,0,0,0,8,5.4,99.78,934,0,0,0,0,5.4,239,1.8
2019,3,4,1,15,146.12,0.16,0.8,0,0,0,7,5.4,99.09,934,0,0,0,0,5.5,238,1.8
2019,3,4,1,30,146.21,0.16,0.8,0,0,0,7,5.4,99.09,934,0,0,0,0,5.5,238,1.9000000000000001
2019,3,4,1,45,145.97,0.16,0.8,0,0,0,7,5.4,98.4,934,0,0,0,0,5.6000000000000005,238,1.9000000000000001
2019,3,4,2,0,145.4,0.16,0.9,0,0,0,7,5.4,98.4,934,0,0,0,0,5.6000000000000005,237,2
2019,3,4,2,15,144.52,0.16,0.9,0,0,0,0,5.4,98.4,934,0,0,0,0,5.6000000000000005,237,2
2019,3,4,2,30,143.35,0.16,1,0,0,0,0,5.4,97.73,934,0,0,0,0,5.7,237,2
2019,3,4,2,45,141.93,0.16,1.1,0,0,0,0,5.4,97.65,934,0,0,0,0,5.7,236,2
2019,3,4,3,0,140.27,0.16,1.1,0,0,0,7,5.4,97.65,934,0,0,0,0,5.7,236,2
2019,3,4,3,15,138.41,0.16,1.2000000000000002,0,0,0,7,5.4,97.65,934,0,0,0,0,5.7,237,2
2019,3,4,3,30,136.38,0.16,1.3,0,0,0,5,5.300000000000001,96.88,933,0,0,0,0,5.800000000000001,237,2
2019,3,4,3,45,134.2,0.16,1.4000000000000001,0,0,0,3,5.5,97.65,933,0,0,0,0,5.800000000000001,238,2
2019,3,4,4,0,131.89000000000001,0.16,1.4000000000000001,0,0,0,7,5.5,97.65,933,0,0,0,0,5.800000000000001,238,2.1
2019,3,4,4,15,129.47,0.16,1.5,0,0,0,7,5.5,98.33,933,0,0,0,0,5.7,239,2
2019,3,4,4,30,126.96000000000001,0.16,1.5,0,0,0,7,5.5,99.7,933,0,0,0,0,5.5,241,1.9000000000000001
2019,3,4,4,45,124.38000000000001,0.16,1.5,0,0,0,7,5.4,100,933,0,0,0,0,5.4,242,1.8
2019,3,4,5,0,121.72,0.16,1.6,0,0,0,7,5.2,100,933,0,0,0,0,5.2,243,1.8
2019,3,4,5,15,119.02,0.16,1.6,0,0,0,7,5.2,100,933,0,0,0,0,5.2,244,1.7000000000000002
2019,3,4,5,30,116.28,0.16,1.6,0,0,0,6,5.1000000000000005,100,933,0,0,0,0,5.1000000000000005,245,1.7000000000000002
2019,3,4,5,45,113.49000000000001,0.16,1.5,0,0,0,6,5.1000000000000005,100,933,0,0,0,0,5.1000000000000005,245,1.7000000000000002
2019,3,4,6,0,110.68,0.16,1.5,0,0,0,6,5,100,933,0,0,0,0,5,246,1.7000000000000002
2019,3,4,6,15,107.85000000000001,0.16,1.5,0,0,0,7,5,100,933,0,0,0,0,5,248,1.7000000000000002
2019,3,4,6,30,105.01,0.16,1.5,0,0,0,7,4.9,100,933,0,0,0,0,4.9,250,1.6
2019,3,4,6,45,102.15,0.16,1.4000000000000001,0,0,0,4,4.9,100,933,0,0,0,0,4.9,252,1.6
2019,3,4,7,0,99.3,0.16,1.4000000000000001,0,0,0,4,4.800000000000001,100,933,0,0,0,0,4.800000000000001,253,1.6
2019,3,4,7,15,96.44,0.16,1.4000000000000001,0,0,0,4,5.5,100,934,0,0,0,0,5.5,256,1.8
2019,3,4,7,30,93.59,0.16,1.4000000000000001,0,0,0,0,6.1000000000000005,100,934,0,0,0,0,6.1000000000000005,258,2
2019,3,4,7,45,90.19,0.16,1.3,0,0,0,4,6.5,98.79,934,0,0,0,0,6.7,260,2.2
2019,3,4,8,0,87.67,0.16,1.3,17,167,24,5,6.5,94.82000000000001,934,7,0,7,7,7.300000000000001,262,2.5
2019,3,4,8,15,84.98,0.16,1.3,30,318,58,4,6.5,91.03,934,3,0,7,3,7.9,264,2.6
2019,3,4,8,30,82.25,0.16,1.3,40,437,99,5,6.5,87.4,934,5,0,7,5,8.5,266,2.8000000000000003
2019,3,4,8,45,79.54,0.16,1.3,49,529,145,7,7,86.62,934,5,0,7,5,9.1,267,3
2019,3,4,9,0,76.85000000000001,0.16,1.3,56,601,193,7,7,82.65,934,28,0,7,28,9.8,269,3.2
2019,3,4,9,15,74.21000000000001,0.16,1.3,62,658,241,5,7,80.02,935,13,0,0,13,10.3,269,3.2
2019,3,4,9,30,71.62,0.16,1.3,67,704,290,5,7,77.41,935,23,0,0,23,10.8,270,3.3000000000000003
2019,3,4,9,45,69.09,0.16,1.3,73,740,337,7,7,74.92,935,91,3,0,92,11.3,270,3.4000000000000004
2019,3,4,10,0,66.63,0.16,1.3,77,772,383,7,7,72.49,935,138,13,0,143,11.8,271,3.5
2019,3,4,10,15,64.25,0.16,1.2000000000000002,81,802,429,7,7,70.15,935,180,30,0,193,12.3,270,3.6
2019,3,4,10,30,61.96,0.16,1.2000000000000002,84,825,472,7,7,68.34,935,223,63,0,253,12.700000000000001,269,3.6
2019,3,4,10,45,59.77,0.16,1.2000000000000002,85,850,513,7,6.6000000000000005,64.36,935,253,128,0,317,13.200000000000001,268,3.7
2019,3,4,11,0,57.71,0.16,1.2000000000000002,88,866,550,7,6.6000000000000005,62.71,935,262,129,0,331,13.600000000000001,267,3.8000000000000003
2019,3,4,11,15,55.77,0.16,1.2000000000000002,90,880,585,7,6.6000000000000005,61.43,934,271,181,0,372,13.9,266,3.8000000000000003
2019,3,4,11,30,53.980000000000004,0.16,1.2000000000000002,91,892,616,7,6.6000000000000005,59.870000000000005,934,291,230,0,426,14.3,266,3.9000000000000004
2019,3,4,11,45,52.35,0.16,1.2000000000000002,93,903,644,7,5.800000000000001,55.5,934,290,273,0,457,14.600000000000001,265,4
2019,3,4,12,0,50.910000000000004,0.16,1.2000000000000002,94,911,668,7,5.800000000000001,54.1,934,308,257,0,470,15,264,4
2019,3,4,12,15,49.660000000000004,0.16,1.2000000000000002,95,918,689,7,5.800000000000001,54.1,934,316,254,0,480,15,263,4
2019,3,4,12,30,48.620000000000005,0.16,1.2000000000000002,96,923,706,7,5.800000000000001,53.75,934,321,271,0,500,15.100000000000001,263,4
2019,3,4,12,45,47.81,0.16,1.2000000000000002,90,940,721,7,4.7,49.46,934,309,282,0,499,15.200000000000001,262,4
2019,3,4,13,0,47.230000000000004,0.16,1.2000000000000002,91,943,731,7,4.7,49.09,933,333,232,0,491,15.3,262,4
2019,3,4,13,15,46.910000000000004,0.16,1.2000000000000002,91,944,736,7,4.7,49.09,933,305,353,0,546,15.3,261,4
2019,3,4,13,30,46.84,0.16,1.2000000000000002,91,945,737,7,4.7,48.78,933,295,393,0,563,15.4,259,3.9000000000000004
2019,3,4,13,45,47.02,0.16,1.2000000000000002,90,946,735,8,3.8000000000000003,45.81,933,321,312,0,533,15.4,258,3.9000000000000004
2019,3,4,14,0,47.45,0.16,1.2000000000000002,90,944,728,7,3.8000000000000003,45.81,933,305,342,0,536,15.4,257,3.9000000000000004
2019,3,4,14,15,48.13,0.16,1.2000000000000002,89,941,717,7,3.8000000000000003,45.81,933,308,317,0,520,15.4,256,3.8000000000000003
2019,3,4,14,30,49.04,0.16,1.2000000000000002,88,937,702,7,3.8000000000000003,46.06,932,314,285,0,500,15.3,255,3.8000000000000003
2019,3,4,14,45,50.17,0.16,1.1,88,934,686,7,2.9000000000000004,43.39,932,272,389,0,521,15.3,255,3.8000000000000003
2019,3,4,15,0,51.5,0.16,1.1,87,928,664,7,2.9000000000000004,43.67,932,262,393,0,507,15.200000000000001,254,3.7
2019,3,4,15,15,53.03,0.16,1.1,85,919,638,7,2.9000000000000004,43.95,932,281,303,0,464,15.100000000000001,254,3.7
2019,3,4,15,30,54.72,0.16,1.1,84,909,609,7,2.9000000000000004,44.52,932,269,324,0,456,14.9,254,3.7
2019,3,4,15,45,56.58,0.16,1,79,908,579,7,2.3000000000000003,42.79,932,228,385,0,440,14.8,254,3.7
2019,3,4,16,0,58.57,0.16,1,78,894,544,7,2.3000000000000003,43.06,932,230,344,0,409,14.700000000000001,254,3.6
2019,3,4,16,15,60.69,0.16,1,75,877,505,7,2.3000000000000003,43.62,932,212,352,0,384,14.5,255,3.5
2019,3,4,16,30,62.92,0.16,0.9,73,862,466,7,2.3000000000000003,43.9,932,203,320,0,349,14.4,255,3.4000000000000004
2019,3,4,16,45,65.25,0.16,0.9,68,847,423,7,2,43.75,932,194,282,0,312,14.200000000000001,256,3.3000000000000003
2019,3,4,17,0,67.66,0.16,0.9,65,821,377,7,2,44.03,932,186,150,0,243,14.100000000000001,257,3.2
2019,3,4,17,15,70.15,0.16,0.9,61,789,329,7,2,46.08,932,167,61,0,188,13.4,256,2.8000000000000003
2019,3,4,17,30,72.71000000000001,0.16,0.9,57,750,280,7,2,48.22,932,57,750,5,280,12.700000000000001,256,2.4000000000000004
2019,3,4,17,45,75.32000000000001,0.16,0.8,55,691,230,7,3.6,55.94,932,109,19,0,114,12.100000000000001,255,2
2019,3,4,18,0,77.98,0.16,0.8,49,630,181,7,3.6,58.57,932,111,106,7,133,11.4,255,1.5
2019,3,4,18,15,80.67,0.16,0.8,43,552,132,7,3.6,60.95,932,85,39,7,91,10.8,255,1.5
2019,3,4,18,30,83.39,0.16,0.8,34,450,86,7,3.6,63.43,932,43,4,7,44,10.200000000000001,255,1.4000000000000001
2019,3,4,18,45,86.11,0.16,0.8,25,289,45,7,3.7,66.16,933,19,0,7,19,9.700000000000001,255,1.3
2019,3,4,19,0,88.76,0.16,0.8,13,114,15,7,3.7,68.87,933,6,0,7,6,9.1,255,1.2000000000000002
2019,3,4,19,15,91.93,0.16,0.8,0,0,0,7,3.7,69.34,933,0,0,0,0,9,256,1.2000000000000002
2019,3,4,19,30,94.77,0.16,0.8,0,0,0,7,3.7,69.81,933,0,0,0,0,8.9,256,1.2000000000000002
2019,3,4,19,45,97.62,0.16,0.8,0,0,0,7,3.7,70.74,933,0,0,0,0,8.700000000000001,256,1.1
2019,3,4,20,0,100.47,0.16,0.8,0,0,0,7,3.7,71.22,933,0,0,0,0,8.6,257,1.1
2019,3,4,20,15,103.32000000000001,0.16,0.8,0,0,0,7,3.7,72.19,933,0,0,0,0,8.4,258,1.1
2019,3,4,20,30,106.17,0.16,0.8,0,0,0,7,3.7,73.17,933,0,0,0,0,8.200000000000001,259,1.1
2019,3,4,20,45,109,0.16,0.8,0,0,0,7,3.6,73.56,933,0,0,0,0,8,260,1.1
2019,3,4,21,0,111.81,0.16,0.8,0,0,0,7,3.6,74.57000000000001,933,0,0,0,0,7.800000000000001,262,1.1
2019,3,4,21,15,114.60000000000001,0.16,0.8,0,0,0,7,3.6,76.11,933,0,0,0,0,7.5,263,1.1
2019,3,4,21,30,117.36,0.16,0.8,0,0,0,7,3.6,77.68,933,0,0,0,0,7.2,265,1.1
2019,3,4,21,45,120.08,0.16,0.8,0,0,0,7,3.3000000000000003,77.78,934,0,0,0,0,6.9,266,1.1
2019,3,4,22,0,122.75,0.16,0.8,0,0,0,7,3.3000000000000003,79.4,934,0,0,0,0,6.6000000000000005,268,1.1
2019,3,4,22,15,125.36,0.16,0.8,0,0,0,7,3.3000000000000003,79.4,934,0,0,0,0,6.6000000000000005,267,1.1
2019,3,4,22,30,127.91,0.16,0.8,0,0,0,7,3.3000000000000003,79.4,934,0,0,0,0,6.6000000000000005,267,1
2019,3,4,22,45,130.36,0.16,0.9,0,0,0,7,3.6,81.13,934,0,0,0,0,6.6000000000000005,267,1
2019,3,4,23,0,132.72,0.16,0.9,0,0,0,7,3.6,81.13,934,0,0,0,0,6.6000000000000005,267,1
2019,3,4,23,15,134.96,0.16,0.9,0,0,0,7,3.6,81.04,933,0,0,0,0,6.6000000000000005,266,1
2019,3,4,23,30,137.06,0.16,1,0,0,0,7,3.6,81.60000000000001,933,0,0,0,0,6.5,265,1
2019,3,4,23,45,139,0.16,1,0,0,0,6,3.7,82.58,933,0,0,0,0,6.5,264,1
2019,3,5,0,0,140.75,0.16,1,0,0,0,7,3.7,83.15,933,0,0,0,0,6.4,263,0.9
2019,3,5,0,15,142.29,0.16,1.1,0,0,0,7,3.7,83.15,933,0,0,0,0,6.4,261,0.9
2019,3,5,0,30,143.58,0.16,1.1,0,0,0,7,3.7,83.15,933,0,0,0,0,6.4,260,0.9
2019,3,5,0,45,144.6,0.16,1.1,0,0,0,7,3.8000000000000003,84.24,933,0,0,0,0,6.300000000000001,259,0.9
2019,3,5,1,0,145.33,0.16,1.2000000000000002,0,0,0,7,3.8000000000000003,84.24,933,0,0,0,0,6.300000000000001,257,0.9
2019,3,5,1,15,145.74,0.16,1.2000000000000002,0,0,0,7,3.8000000000000003,84.82000000000001,933,0,0,0,0,6.2,255,0.9
2019,3,5,1,30,145.82,0.16,1.2000000000000002,0,0,0,7,3.8000000000000003,84.82000000000001,933,0,0,0,0,6.2,254,0.9
2019,3,5,1,45,145.58,0.16,1.3,0,0,0,7,3.9000000000000004,85.71000000000001,933,0,0,0,0,6.1000000000000005,252,1
2019,3,5,2,0,145.01,0.16,1.3,0,0,0,6,3.9000000000000004,85.71000000000001,933,0,0,0,0,6.1000000000000005,250,1
2019,3,5,2,15,144.13,0.16,1.3,0,0,0,6,3.9000000000000004,85.71000000000001,933,0,0,0,0,6.1000000000000005,249,1
2019,3,5,2,30,142.97,0.16,1.4000000000000001,0,0,0,7,3.9000000000000004,86.3,933,0,0,0,0,6,248,1
2019,3,5,2,45,141.55,0.16,1.4000000000000001,0,0,0,7,4,87.05,932,0,0,0,0,6,248,1.1
2019,3,5,3,0,139.9,0.16,1.4000000000000001,0,0,0,7,4,87.05,932,0,0,0,0,6,247,1.1
2019,3,5,3,15,138.05,0.16,1.4000000000000001,0,0,0,6,4,87.05,932,0,0,0,0,6,247,1.1
2019,3,5,3,30,136.03,0.16,1.5,0,0,0,6,4,87.05,932,0,0,0,0,6,248,1.1
2019,3,5,3,45,133.86,0.16,1.5,0,0,0,6,4.2,88.38,932,0,0,0,0,6,248,1.1
2019,3,5,4,0,131.56,0.16,1.5,0,0,0,7,4.2,88.38,932,0,0,0,0,6,249,1.1
2019,3,5,4,15,129.15,0.16,1.5,0,0,0,6,4.2,88.38,932,0,0,0,0,6,249,1
2019,3,5,4,30,126.64,0.16,1.5,0,0,0,6,4.2,88.99,932,0,0,0,0,5.9,249,1
2019,3,5,4,45,124.06,0.16,1.5,0,0,0,7,4.3,89.62,932,0,0,0,0,5.9,249,0.9
2019,3,5,5,0,121.42,0.16,1.5,0,0,0,7,4.3,89.62,932,0,0,0,0,5.9,249,0.9
2019,3,5,5,15,118.72,0.16,1.5,0,0,0,7,4.3,90.24,932,0,0,0,0,5.800000000000001,246,0.9
2019,3,5,5,30,115.98,0.16,1.6,0,0,0,8,4.3,90.87,932,0,0,0,0,5.7,243,0.8
2019,3,5,5,45,113.2,0.16,1.6,0,0,0,7,4.4,91.42,932,0,0,0,0,5.7,240,0.8
2019,3,5,6,0,110.39,0.16,1.6,0,0,0,7,4.4,92.06,932,0,0,0,0,5.6000000000000005,237,0.8
2019,3,5,6,15,107.56,0.16,1.6,0,0,0,8,4.4,92.7,932,0,0,0,0,5.5,234,0.8
2019,3,5,6,30,104.72,0.16,1.6,0,0,0,4,4.4,92.7,932,0,0,0,0,5.5,231,0.8
2019,3,5,6,45,101.86,0.16,1.6,0,0,0,4,4.6000000000000005,94.34,932,0,0,0,0,5.4,229,0.9
2019,3,5,7,0,99.01,0.16,1.6,0,0,0,4,4.6000000000000005,94.34,932,0,0,0,0,5.4,226,0.9
2019,3,5,7,15,96.15,0.16,1.6,0,0,0,3,4.6000000000000005,93.04,932,0,0,0,0,5.6000000000000005,224,1.1
2019,3,5,7,30,93.3,0.16,1.6,0,0,0,4,4.6000000000000005,91.76,932,0,0,0,0,5.800000000000001,223,1.2000000000000002
2019,3,5,7,45,89.94,0.16,1.6,0,0,0,4,4.9,92.37,932,0,0,7,0,6,222,1.4000000000000001
2019,3,5,8,0,87.39,0.16,1.6,20,120,25,3,4.9,91.11,932,8,0,7,8,6.2,220,1.6
2019,3,5,8,15,84.69,0.16,1.6,35,257,58,0,4.9,88.03,932,35,257,0,58,6.7,222,1.7000000000000002
2019,3,5,8,30,81.95,0.16,1.5,47,375,100,3,4.9,84.49,932,30,0,7,30,7.300000000000001,224,1.9000000000000001
2019,3,5,8,45,79.24,0.16,1.5,55,484,146,0,4.6000000000000005,80.15,932,55,484,0,146,7.800000000000001,226,2.1
2019,3,5,9,0,76.55,0.16,1.5,63,557,193,0,4.6000000000000005,77.48,932,63,557,0,193,8.3,229,2.2
2019,3,5,9,15,73.9,0.16,1.5,70,616,241,0,4.6000000000000005,74.4,932,70,616,0,241,8.9,229,2.4000000000000004
2019,3,5,9,30,71.3,0.16,1.5,75,664,288,0,4.6000000000000005,70.99,932,75,664,0,288,9.600000000000001,229,2.6
2019,3,5,9,45,68.77,0.16,1.5,73,735,339,0,3.5,62.64,932,73,735,0,339,10.3,230,2.8000000000000003
2019,3,5,10,0,66.3,0.16,1.4000000000000001,78,769,387,0,3.5,59.86,933,78,769,0,387,11,230,3
2019,3,5,10,15,63.910000000000004,0.16,1.4000000000000001,81,796,431,0,3.5,58.24,932,81,796,0,431,11.4,230,3.2
2019,3,5,10,30,61.620000000000005,0.16,1.4000000000000001,84,819,473,0,3.5,56.35,932,84,819,0,473,11.9,230,3.3000000000000003
2019,3,5,10,45,59.43,0.16,1.4000000000000001,85,842,514,0,2.7,51.58,932,85,842,0,514,12.4,229,3.5
2019,3,5,11,0,57.35,0.16,1.3,88,862,553,0,2.7,50.25,932,88,862,0,553,12.8,229,3.7
2019,3,5,11,15,55.410000000000004,0.16,1.3,90,876,587,1,2.7,49.27,932,90,876,0,587,13.100000000000001,229,3.8000000000000003
2019,3,5,11,30,53.61,0.16,1.3,92,888,619,0,2.7,48.01,932,92,888,0,619,13.5,229,4
2019,3,5,11,45,51.980000000000004,0.16,1.3,94,897,646,0,2.6,46.71,932,94,897,0,646,13.8,229,4.1000000000000005
2019,3,5,12,0,50.53,0.16,1.3,95,905,671,1,2.6,45.81,932,95,905,0,671,14.100000000000001,229,4.2
2019,3,5,12,15,49.27,0.16,1.3,96,912,691,1,2.6,44.94,932,96,912,0,691,14.4,229,4.4
2019,3,5,12,30,48.230000000000004,0.16,1.3,97,917,708,1,2.6,44.36,932,97,917,0,708,14.600000000000001,230,4.5
2019,3,5,12,45,47.42,0.16,1.3,101,915,720,1,2.8000000000000003,44.08,931,101,915,0,720,14.9,230,4.6000000000000005
2019,3,5,13,0,46.85,0.16,1.3,102,918,729,1,2.8000000000000003,43.52,931,102,918,1,729,15.100000000000001,231,4.7
2019,3,5,13,15,46.52,0.16,1.3,102,919,735,2,2.8000000000000003,43.24,931,409,196,1,543,15.200000000000001,231,4.800000000000001
2019,3,5,13,30,46.45,0.16,1.3,102,920,736,2,2.8000000000000003,42.69,931,409,134,0,501,15.4,231,4.9
2019,3,5,13,45,46.64,0.16,1.3,101,921,733,2,3.3000000000000003,43.88,931,344,27,0,363,15.5,231,5
2019,3,5,14,0,47.08,0.16,1.4000000000000001,100,916,724,2,3.2,43.28,930,362,52,0,398,15.700000000000001,231,5.1000000000000005
2019,3,5,14,15,47.76,0.16,1.4000000000000001,100,912,713,8,3.2,43.28,930,234,572,7,618,15.700000000000001,230,5.2
2019,3,5,14,30,48.68,0.16,1.4000000000000001,99,908,698,7,3.2,43.28,930,321,258,0,491,15.700000000000001,230,5.2
2019,3,5,14,45,49.82,0.16,1.4000000000000001,99,900,679,8,4,45.42,930,317,234,0,468,15.8,229,5.300000000000001
2019,3,5,15,0,51.17,0.16,1.5,97,890,655,5,4,45.42,930,290,11,0,297,15.8,228,5.300000000000001
2019,3,5,15,15,52.7,0.16,1.5,96,881,629,5,4,45.660000000000004,929,237,2,0,238,15.700000000000001,228,5.300000000000001
2019,3,5,15,30,54.410000000000004,0.16,1.5,94,870,600,8,4,45.95,929,241,31,0,260,15.600000000000001,227,5.300000000000001
2019,3,5,15,45,56.28,0.16,1.5,101,832,563,3,4.9,49.550000000000004,929,321,74,0,362,15.4,226,5.300000000000001
2019,3,5,16,0,58.28,0.16,1.6,99,813,526,8,4.9,49.870000000000005,929,263,123,0,328,15.3,225,5.300000000000001
2019,3,5,16,15,60.410000000000004,0.16,1.6,96,795,488,7,4.9,50.51,929,246,102,0,296,15.100000000000001,224,5.2
2019,3,5,16,30,62.65,0.16,1.6,92,773,447,7,4.9,51.160000000000004,929,220,64,0,249,14.9,223,5.1000000000000005
2019,3,5,16,45,64.99,0.16,1.6,92,736,403,8,5.7,54.76,929,214,102,0,258,14.700000000000001,223,5
2019,3,5,17,0,67.41,0.16,1.6,87,705,358,7,5.7,55.47,929,197,121,0,243,14.5,222,4.9
2019,3,5,17,15,69.91,0.16,1.7000000000000002,82,665,311,8,5.7,56.92,929,161,40,0,175,14.100000000000001,221,4.6000000000000005
2019,3,5,17,30,72.47,0.16,1.7000000000000002,76,621,264,7,5.7,58.410000000000004,929,130,22,0,137,13.700000000000001,220,4.2
2019,3,5,17,45,75.09,0.16,1.7000000000000002,69,573,216,7,6.5,63.35,929,72,4,0,73,13.3,219,3.9000000000000004
2019,3,5,18,0,77.75,0.16,1.7000000000000002,61,508,169,8,6.5,64.6,929,114,93,7,133,13,218,3.6
